FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
WAVEBLUE	WAVEBLUE	KOA	integer	angstroms	INTEGER	16	Y	Y	N		11d					Y	Y		Y	Y	Blue end wavelength		9400/19500
WAVECNTR	WAVECNTR	KOA	integer	angstroms	INTEGER	16	Y	Y	N		11d					Y			Y		Central wavelength		16950/21225
WAVERED	WAVERED	KOA	integer	angstroms	INTEGER	16	Y	Y	N		11d					Y	Y		Y	Y	Red end wavelength		24500/22950
WCSDIM	WCSDIM	NIRES	integer		INTEGER	8	Y	Y	N		11d					Y			Y		Number of WCS dimensions	2	
WXDOMHUM	WXDOMHUM	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Dome humidity at WXTIME		
WXDOMTMP	WXDOMTMP	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Dome temperature at WXTIME		
WXDWPT	WXDWPT	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Dewpoint at WXTIME		
WXOUTHUM	WXOUTHUM	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Outside humidity at WXTIME		
WXOUTTMP	WXOUTTMP	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Outside temperature at WXTIME		
WXPRESS	WXPRESS	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Pressure at WXTIME		
WXTIME	WXTIME	KOA	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y			Y		Time of weather measurements	5:19:09	
WXWNDIR	WXWNDIR	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Wind direction at WXTIME		
WXWNDSP	WXWNDSP	KOA	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		Wind speed at WXTIME		
XOFFSET	XOFFSET	NIRES	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		dither pattern X offset	0	
XREFSUB	XREFSUB	NIRES	integer		INTEGER	8	Y	Y	N		11d					Y			Y		Subtract reference pixels along columns		
MJD-OBS	MJD_OBS	DCS	double		FLOAT(126)	24	Y	Y	N		18.5f	Y				Y			Y		modified julian date of observation		
YOFFSET	YOFFSET	NIRES	double		FLOAT(126)	24	Y	Y	N		18.8f					Y			Y		YOFFSET dither pattern Y/Nod offset	0	
YREFSUB	YREFSUB	NIRES	integer		INTEGER	8	Y	Y	N		11d					Y			Y		Subtract reference pixels along rows		
	RA2000	NExScI	double		FLOAT(126)	11	Y	N	N		18.5f	Y				Y	Y	Y	Y	Y	RA in decimal degrees, J2000 equinox		
	DEC2000	NexScI	double		FLOAT(126)	16	Y	N	N		18.5f	Y				Y	Y	Y	Y	Y	Declination in decimal degrees, J2000 equinox		
	UTDATETIME	NExScI	char		TIMESTAMP	30	Y	N	N		30s	Y				N	Y		Y	Y	Combined DATE_OBS and UT as a timestamp		
	L0_INGTIME	NExScI	char		TIMESTAMP	30	Y	N	N		30s	Y				N			N		Time of metadata ingestion		
	FILEHAND	NExScI	char		VARCHAR2(151)	151	Y	N	N		151s	Y				N	Y	Y	Y	Y	Path to the file in the archive		
	SEMID	NExScI	char		VARCHAR2(21 BYTE)	21	Y	N	N		21s	Y				N	Y			Y	SEMESTER and PROGID	2019B_ENG	
