FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
OBWPNAME	OBWPNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Named position control for WPS		
PARANG	PARANG		double	degrees	FLOAT(126)	30	Y	Y	N		18.5f					Y					parallactic angle astrometric (-6.89 deg)		
PA_IMAG	PA_IMAG		double	degrees	FLOAT(126)	14	Y	Y	N		18.5f					Y					Position angle of imager on sky		
PA_SPEC	PA_SPEC		double	degrees	FLOAT(126)	14	Y	Y	N		18.5f					Y					Position angle of spectrograph on sky		
PCIFILE	PCIFILE		char		VARCHAR2(49 BYTE)	49	Y	Y	N		49s					Y					Filename containing PCI DS		
PONAME	PONAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					pointing origin name		
PONAME1	PONAME1		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					pointing origin name 1		
PONAME2	PONAME2		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					pointing origin name 2		
PONAME3	PONAME3		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					pointing origin name 3		
POXPOS	POXPOS		double	mm	FLOAT(126)	18	Y	Y	N		18.5f					Y					pointing origin xposition (-5.06 mm)		
POXPOS1	POXPOS1		double	mm	FLOAT(126)	30	Y	Y	N		18.5f					Y					pointing origin xposition 1 (0.00 mm)		
POXPOS2	POXPOS2		double	mm	FLOAT(126)	18	Y	Y	N		18.5f					Y					pointing origin xposition 2 (-5.07 mm)		
POXPOS3	POXPOS3		double	mm	FLOAT(126)	18	Y	Y	N		18.5f					Y					pointing origin xposition 3 (-5.06 mm)		
POYPOS	POYPOS		double	mm	FLOAT(126)	18	Y	Y	N		18.5f					Y					pointing origin yposition (-6.14 mm)		
POYPOS1	POYPOS1		double	mm	FLOAT(126)	30	Y	Y	N		18.5f					Y					pointing origin yposition 1 (0.00 mm)		
POYPOS2	POYPOS2		double	mm	FLOAT(126)	17	Y	Y	N		18.5f					Y					pointing origin yposition 2 (9.28 mm)		
POYPOS3	POYPOS3		double	mm	FLOAT(126)	18	Y	Y	N		18.5f					Y					pointing origin yposition 3 (-6.14 mm)		
PRESSURE	PRESSURE		double	mTorr	FLOAT(126)	30	Y	Y	N		18.5f					Y					Current pressure read from gauge in mTorr.		
RAOFF	RAOFF		double	arcsec	FLOAT(126)	30	Y	Y	N		18.5f					Y					right ascension offset (5.0227 arcsec)		
RDITIME	RDITIME		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					Integration time between start of successive re		
READTIME	READTIME		double		FLOAT(126)	14	Y	Y	N		18.5f					Y					Time in seconds to readout detector		
ROTCALAN	ROTCALAN		double	degrees	FLOAT(126)	12	Y	Y	N		18.5f					Y					rotator calibration angle (0.00 deg)		
ROTDEST	ROTDEST		double	degrees	FLOAT(126)	30	Y	Y	N		18.5f					Y					rotator user destination (48.00 deg)		
ROTMODE	ROTMODE		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					rotator tracking mode		
ROTPDEST	ROTPDEST		double	degrees	FLOAT(126)	30	Y	Y	N		18.5f					Y					rotator physical destination (130.41 deg)		
ROTPOSN	ROTPOSN		double	degrees	FLOAT(126)	30	Y	Y	N		18.5f					Y					rotator user position (48.00 deg)		
ROTPPOSN	ROTPPOSN		double	degrees	FLOAT(126)	24	Y	Y	N		18.5f					Y					rotator physical position (130.42 deg)		
ROTREFAN	ROTREFAN		double	degrees	FLOAT(126)	12	Y	Y	N		18.5f					Y					rotator reference angle (0.00 deg)		
SAMPMODE	SAMPMODE		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Sampling Mode: 1: UTR, 2: PseudoCDS: Subtract 2		
SATURATE	SATURATE		integer		NUMBER(*,0)	15	Y	Y	N		15d					Y					Saturation level of detector		
SCURTMP	SCURTMP		double		FLOAT(126)	25	Y	Y	N		18.5f					Y					Temperature at Channel 1		
SECFOCUS	SECFOCUS		double	arcsec	FLOAT(126)	29	Y	Y	N		18.5f					Y					secondary mirror focus raw (1.515 mm)		
SECTHETX	SECTHETX		double	arcsec	FLOAT(126)	14	Y	Y	N		18.5f					Y					secondary mirror thetax (arcsec)		
SECTHETY	SECTHETY		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					secondary mirror thetay (arcsec)		
SETNUM	SETNUM		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Dataset Number		
SFILTER	SFILTER		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Move spec fitler wheel by name		
SFRAME	SFRAME		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current spec frame (dither position) of set		
SFRAMES	SFRAMES		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Number of spec frames in dataset		
SFWMECH	SFWMECH		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The overall name of the mechanism		
SFWNAME	SFWNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The name of the current position		
SFWRAW	SFWRAW		double		FLOAT(126)	14	Y	Y	N		18.5f					Y					Current position of mechanism in steps		
SFWSTAT	SFWSTAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Mechanism Status (Ok,Moving,Error,Unknown)		
SFWSWTCH	SFWSWTCH		integer		NUMBER(*,0)	13	Y	Y	N		13d					Y					Current Switch Value		
SHTRACT	SHTRACT		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Switch for temperature control for channel 1		
SHTROUT	SHTROUT		double		FLOAT(126)	26	Y	Y	N		18.5f					Y					Heater output percentage of channel 1		
SHTRRANG	SHTRRANG		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Channel 1 Heater range: 0=Off, 1=min power, 5=m		
SIMPLE	SIMPLE		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					file does conform to FITS standard		
SKYPTTRN	SKYPTTRN		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Dither pattern for sky frames		
SLMMECH	SLMMECH		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The overall name of the mechanism		
SLMNAME	SLMNAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The name of the current position		
SLMRAW	SLMRAW		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current position of mechanism in steps		
SLMSTAT	SLMSTAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Mechanism Status (Ok,Moving,Error,Unknown)		
SLMSWTCH	SLMSWTCH		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current Switch Value		
SS1MECH	SS1MECH		char		VARCHAR2(26 BYTE)	26	Y	Y	N		26s					Y					The overall name of the mechanism		
SS1NAME	SS1NAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The name of the current position		
SS1RAW	SS1RAW		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current position of mechanism in steps		
SS1STAT	SS1STAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Mechanism Status (Ok,Moving,Error,Unknown)		
SS1SWTCH	SS1SWTCH		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current Switch Value		
SS2MECH	SS2MECH		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The overall name of the mechanism		
SS2NAME	SS2NAME		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					The name of the current position		
SS2RAW	SS2RAW		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current position of mechanism in steps		
SS2STAT	SS2STAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Mechanism Status (Ok,Moving,Error,Unknown)		
SS2SWTCH	SS2SWTCH		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					Current Switch Value		
SSCALE	SSCALE		double		FLOAT(126)	13	Y	Y	N		18.5f					Y					Spec Scale		
STRGTMP	STRGTMP		double		FLOAT(126)	13	Y	Y	N		18.5f					Y					Desired temperature for channel 1		
TARGWAVE	TARGWAVE		double	microns	FLOAT(126)	15	Y	Y	N		18.5f					Y					target wavelength (microns)		
TELESCOP	TELESCOP		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					telescope name		
TELFOCUS	TELFOCUS		double	mm	FLOAT(126)	30	Y	Y	N		18.5f					Y					telescope focus compensated (1.419 mm)		
TIMFILE	TIMFILE		char		VARCHAR2(62 BYTE)	62	Y	Y	N		62s					Y					Filename cont		
TUBETEMP	TUBETEMP		double	celsius	FLOAT(126)	17	Y	Y	N		18.5f					Y					tube temperature (-0.78 degC)		
UTCLP	UTCLP		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					OPEN/CLOSE TT CLMP ctrl loop		
UTGAIN	UTGAIN		double		FLOAT(126)	15	Y	Y	N		18.5f					Y					Set TT loop gain		
WCDMSTAT	WCDMSTAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Status of DM loop		
WCDTSTAT	WCDTSTAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Status of down tt loop		
WCUTSTAT	WCUTSTAT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Status of utt loop		
WFDAR	WFDAR		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Offload DAR before exposure		
WFDM	WFDM		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Wait for DM lock		
WFTT	WFTT		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					Wait for tiptilt lock		
WSCNORFN	WSCNORFN		char		VARCHAR2(40 BYTE)	40	Y	Y	N		40s					Y					Name of origin vec file		
WSFRRT	WSFRRT		integer		NUMBER(*,0)	14	Y	Y	N		14d					Y					Frame rate for WFS cam (Hz)		
WSSMGN	WSSMGN		integer	hertz	NUMBER(*,0)	11	Y	Y	N		11d					Y					WFS gain (0)		
WSSMPRG	WSSMPRG		integer		NUMBER(*,0)	11	Y	Y	N		11d					Y					WFS_SciMeas program (0)		
WSSMREP	WSSMREP		integer		NUMBER(*,0)	13	Y	Y	N		13d					Y					WFS SciMeas repetitions (increments)		
DATLEVEL	DATLEVEL		integer		NUMBER(*,0)	8	Y	Y	N		8d					Y					Data reduction level		
DQA_DATE	DQA_DATE		char		VARCHAR2(28 BYTE)	28	Y	Y	N		28s					Y					Date of DQA run		
DQA_VERS	DQA_VERS		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y					DQA version number		
OA	OA		char		VARCHAR2(28 BYTE)	28	Y	Y	N		28s					Y					Observing assistant		
WAVEBLUE	WAVEBLUE		double		FLOAT(126)	16	Y	Y	N		18.5f					Y	Y			Y	Approximate blue end wavelength (nm)	1466	
WAVECNTR	WAVECNTR		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					Approximate centralwavelength (nm)		
WAVERED	WAVERED		double		FLOAT(126)	16	Y	Y	N		18.5f					Y	Y			Y	Approximate red end wavelength (nm)	1541	
WXDOMHUM	WXDOMHUM		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					Inside dome humidity (%)		
WXDOMTMP	WXDOMTMP		double	celsius	FLOAT(126)	16	Y	Y	N		18.5f					Y					Inside dome temperature (deg C)		
WXDWPT	WXDWPT		double	celsius	FLOAT(126)	16	Y	Y	N		18.5f					Y					Dew point temperature (deg C)		
WXOUTHUM	WXOUTHUM		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					Outside humidity (%)		
WXOUTTMP	WXOUTTMP		double	celsius	FLOAT(126)	16	Y	Y	N		18.5f					Y					Outside temperature (deg C)		
WXPRESS	WXPRESS		double	mb	FLOAT(126)	16	Y	Y	N		18.5f					Y					Pressure (mb)		
WXTIME	WXTIME		char		VARCHAR2(17 BYTE)	17	Y	Y	N		17s					Y					UT of logged weather keyword values		
WXWNDIR	WXWNDIR		double		FLOAT(126)	16	Y	Y	N		18.5f					Y					Wind direction (N through E)		
WXWNDSP	WXWNDSP		double	mph	FLOAT(126)	16	Y	Y	N		18.5f					Y					Wind speed (mph)		
NPIXSAT	NPIXSAT		integer		NUMBER(*,0)	10	Y	Y	N		10d					Y					Number of pixels above saturation		
NONLIN	NONLIN		integer		NUMBER(*,0)	10	Y	Y	N		10d					Y					3 percent non-linearity level (80% full well)		
NLINEAR	NLINEAR		integer		NUMBER(*,0)	10	Y	Y	N		10d					Y					Number of pixels above 3% non-linearity level		
FILTER	FILTER		char		VARCHAR2(25 BYTE)	25	Y	Y	N		25s					Y	Y	Y		Y	Filter (added by KOA)	Hn1	
SCALE	SCALE		double		FLOAT(126)	16	Y	Y	N		18.5f					Y	Y			Y	Plate scale	0.1	
	RA2000	NExScI	double		FLOAT(126)	11	Y	N	N		18.5f	Y				Y	Y			Y	RA in decimal degrees, J2000 equinox	57.20858	
	DEC2000	NexScI	double		FLOAT(126)	16	Y	N	N		18.5f	Y				Y	Y			Y	Declination in decimal degrees, J2000 equinox	-27.90427	
	UTDATETIME	NExScI	char		TIMESTAMP	30	Y	N	N		30s	Y				N	Y			Y	Combined DATE_OBS and UT as a timestamp	2019-01-01 22:10:02 00:01:45	
	L0_INGTIME	NExScI	char		TIMESTAMP	30	Y	N	N		30s	Y				N			N		Time of metadata ingestion		
	FILEHAND	NExScI	char		VARCHAR2(151 BYTE)	151	Y	N	N		151s	Y				N	Y			Y	Path to the file in the archive	/koadata23/OSIRIS/20210113/lev0/OS.20210113.17299.fits	
	SEMID	NExScI	char		VARCHAR2(21 BYTE)	21	Y	N	N		21s	Y				N	Y			Y	SEMESTER and PROGID	2019B_ENG	
